Op	InType	OutType	Template	DesignStat	DPD	TWDFR
mul_by_524288	unsigned64	unsigned64	sync	impl	0,382	-0,019
mul_by_524288	signed32	signed32	sync	impl	0,388	-0,019
mul_by_524288	signed64	signed64	sync	impl	0,382	-0,019
div_by_524288	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_524288	unsigned64	unsigned64	sync	impl	0,454	-0,019
div_by_524288	signed32	signed32	sync	impl	2,272	-0,095
div_by_524288	signed64	signed64	sync	impl	2,369	-0,096
dotnet_shift_left_by_20	unsigned64	unsigned64	sync	impl	0,388	-0,019
dotnet_shift_left_by_20	signed64	signed64	sync	impl	0,388	-0,019
dotnet_shift_right_by_20	unsigned64	unsigned64	sync	impl	0,454	-0,019
dotnet_shift_right_by_20	signed64	signed64	sync	impl	0,830	-0,045
dotnet_shift_left_by_20	unsigned32	unsigned32	sync	impl	0,358	-0,019
dotnet_shift_left_by_20	signed32	signed32	sync	impl	0,358	-0,019
dotnet_shift_right_by_20	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_20	signed32	signed32	sync	impl	1,287	-0,089
mul_by_1048576	unsigned32	unsigned32	sync	impl	0,358	-0,019
mul_by_1048576	unsigned64	unsigned64	sync	impl	0,388	-0,019
mul_by_1048576	signed32	signed32	sync	impl	0,358	-0,019
mul_by_1048576	signed64	signed64	sync	impl	0,388	-0,019
div_by_1048576	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_1048576	unsigned64	unsigned64	sync	impl	0,454	-0,019
div_by_1048576	signed32	signed32	sync	impl	2,268	-0,096
div_by_1048576	signed64	signed64	sync	impl	2,739	-0,096
dotnet_shift_left_by_21	unsigned64	unsigned64	sync	impl	0,393	-0,018
dotnet_shift_left_by_21	signed64	signed64	sync	impl	0,393	-0,018
dotnet_shift_right_by_21	unsigned64	unsigned64	sync	impl	0,454	-0,019
dotnet_shift_right_by_21	signed64	signed64	sync	impl	0,857	-0,064
dotnet_shift_left_by_21	unsigned32	unsigned32	sync	impl	0,505	-0,019
dotnet_shift_left_by_21	signed32	signed32	sync	impl	0,505	-0,019
dotnet_shift_right_by_21	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_21	signed32	signed32	sync	impl	1,327	-0,090
mul_by_2097152	unsigned32	unsigned32	sync	impl	0,505	-0,019
mul_by_2097152	unsigned64	unsigned64	sync	impl	0,393	-0,018
mul_by_2097152	signed32	signed32	sync	impl	0,505	-0,019
mul_by_2097152	signed64	signed64	sync	impl	0,393	-0,018
div_by_2097152	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_2097152	unsigned64	unsigned64	sync	impl	0,454	-0,019
div_by_2097152	signed32	signed32	sync	impl	2,219	-0,049
div_by_2097152	signed64	signed64	sync	impl	2,556	-0,112
dotnet_shift_left_by_22	unsigned64	unsigned64	sync	impl	0,388	-0,019
dotnet_shift_left_by_22	signed64	signed64	sync	impl	0,388	-0,019
dotnet_shift_right_by_22	unsigned64	unsigned64	sync	impl	0,454	-0,019
dotnet_shift_right_by_22	signed64	signed64	sync	impl	1,182	-0,079
dotnet_shift_left_by_22	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_left_by_22	signed32	signed32	sync	impl	0,388	-0,019
dotnet_shift_right_by_22	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_22	signed32	signed32	sync	impl	1,326	-0,092
mul_by_4194304	unsigned32	unsigned32	sync	impl	0,388	-0,019
mul_by_4194304	unsigned64	unsigned64	sync	impl	0,388	-0,019
mul_by_4194304	signed32	signed32	sync	impl	0,388	-0,019
mul_by_4194304	signed64	signed64	sync	impl	0,388	-0,019
div_by_4194304	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_4194304	unsigned64	unsigned64	sync	impl	0,454	-0,019
div_by_4194304	signed32	signed32	sync	impl	1,933	-0,186
div_by_4194304	signed64	signed64	sync	impl	2,740	-0,102
dotnet_shift_left_by_23	unsigned64	unsigned64	sync	impl	0,375	-0,019
dotnet_shift_left_by_23	signed64	signed64	sync	impl	0,375	-0,019
dotnet_shift_right_by_23	unsigned64	unsigned64	sync	impl	0,454	-0,019
dotnet_shift_right_by_23	signed64	signed64	sync	impl	1,182	-0,079
dotnet_shift_left_by_23	unsigned32	unsigned32	sync	impl	0,505	-0,019
dotnet_shift_left_by_23	signed32	signed32	sync	impl	0,505	-0,019
dotnet_shift_right_by_23	unsigned32	unsigned32	sync	impl	0,505	-0,019
dotnet_shift_right_by_23	signed32	signed32	sync	impl	0,880	-0,095
mul_by_8388608	unsigned32	unsigned32	sync	impl	0,505	-0,019
mul_by_8388608	unsigned64	unsigned64	sync	impl	0,375	-0,019
mul_by_8388608	signed32	signed32	sync	impl	0,505	-0,019
mul_by_8388608	signed64	signed64	sync	impl	0,375	-0,019
div_by_8388608	unsigned32	unsigned32	sync	impl	0,505	-0,019
div_by_8388608	unsigned64	unsigned64	sync	impl	0,454	-0,019
div_by_8388608	signed32	signed32	sync	impl	2,388	-0,062
div_by_8388608	signed64	signed64	sync	impl	2,554	-0,096
dotnet_shift_left_by_24	unsigned64	unsigned64	sync	impl	0,388	-0,019
dotnet_shift_left_by_24	signed64	signed64	sync	impl	0,388	-0,019
dotnet_shift_right_by_24	unsigned64	unsigned64	sync	impl	0,388	-0,019
dotnet_shift_right_by_24	signed64	signed64	sync	impl	0,683	-0,021
dotnet_shift_left_by_24	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_left_by_24	signed32	signed32	sync	impl	0,388	-0,019
dotnet_shift_right_by_24	unsigned32	unsigned32	sync	impl	0,375	-0,019
dotnet_shift_right_by_24	signed32	signed32	sync	impl	1,307	-0,089
mul_by_16777216	unsigned32	unsigned32	sync	impl	0,388	-0,019
mul_by_16777216	unsigned64	unsigned64	sync	impl	0,388	-0,019
mul_by_16777216	signed32	signed32	sync	impl	0,388	-0,019
mul_by_16777216	signed64	signed64	sync	impl	0,388	-0,019
