Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,File,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,,,Microsoft.Extensions.Configuration.CommandLine 6.0.0,,,,,"Microsoft.Extensions.Configuration.CommandLine, 6.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.CommandLine, and replace with new package Microsoft.Extensions.Configuration.CommandLine 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,File,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,,,Microsoft.Extensions.Configuration.EnvironmentVariables 6.0.1,,,,,"Microsoft.Extensions.Configuration.EnvironmentVariables, 6.0.1  Recommendation:  Remove Microsoft.Extensions.Configuration.EnvironmentVariables, and replace with new package Microsoft.Extensions.Configuration.EnvironmentVariables 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,File,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,,,Microsoft.Extensions.Configuration.Json 6.0.0,,,,,"Microsoft.Extensions.Configuration.Json, 6.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Json, and replace with new package Microsoft.Extensions.Configuration.Json 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,File,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,,,Microsoft.Extensions.Configuration.UserSecrets 6.0.1,,,,,"Microsoft.Extensions.Configuration.UserSecrets, 6.0.1  Recommendation:  Remove Microsoft.Extensions.Configuration.UserSecrets, and replace with new package Microsoft.Extensions.Configuration.UserSecrets 10.0.10"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,File,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,File,src\Hastlayer\Hast.Layer\HastlayerException.cs,26,8,"M:System.Exception.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",,,,,": base(serializationInfo, streamingContext)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Layer\Hast.Layer.csproj,File,src\Hastlayer\Hast.Layer\HastlayerException.cs,26,8,"M:System.Exception.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",,,,,": base(serializationInfo, streamingContext)"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,src\Samples\Hast.Samples.Consumer\Hast.Samples.Consumer.csproj,File,src\Samples\Hast.Samples.Consumer\Hast.Samples.Consumer.csproj,,,System.Numerics.Vectors 4.5.0,,,,,"System.Numerics.Vectors, 4.5.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,src\Samples\Hast.Samples.Consumer\Hast.Samples.Consumer.csproj,File,src\Samples\Hast.Samples.Consumer\Hast.Samples.Consumer.csproj,,,System.Reflection.Emit 4.7.0,,,,,"System.Reflection.Emit, 4.7.0  Recommendation:  Package functionality included with new framework reference"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Samples\Hast.Samples.Consumer\Hast.Samples.Consumer.csproj,File,src\Samples\Hast.Samples.Consumer\Hast.Samples.Consumer.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Samples\Hast.Samples.Demo\Hast.Samples.Demo.csproj,File,src\Samples\Hast.Samples.Demo\Hast.Samples.Demo.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Samples\Hast.Samples.FSharpSampleAssembly\Hast.Samples.FSharpSampleAssembly.fsproj,File,src\Samples\Hast.Samples.FSharpSampleAssembly\Hast.Samples.FSharpSampleAssembly.fsproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Samples\Hast.Samples.Kpz.Algorithms\Hast.Samples.Kpz.Algorithms.csproj,File,src\Samples\Hast.Samples.Kpz.Algorithms\Hast.Samples.Kpz.Algorithms.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,src\Samples\Hast.Samples.SampleAssembly\Hast.Samples.SampleAssembly.csproj,File,src\Samples\Hast.Samples.SampleAssembly\Hast.Samples.SampleAssembly.csproj,,,SixLabors.ImageSharp 2.1.9,,,,,"SixLabors.ImageSharp, 2.1.9  Recommendation:  SixLabors.ImageSharp, 4.0.0"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Samples\Hast.Samples.SampleAssembly\Hast.Samples.SampleAssembly.csproj,File,src\Samples\Hast.Samples.SampleAssembly\Hast.Samples.SampleAssembly.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Hastlayer\Hast.Synthesis\Hast.Synthesis.csproj,File,src\Hastlayer\Hast.Synthesis\Hast.Synthesis.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\Hast.TestBase\Hast.TestBase.csproj,File,test\Hast.TestBase\Hast.TestBase.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\TestInputAssemblies\ClassStructureExamples\Hast.TestInputs.ClassStructure1\Hast.TestInputs.ClassStructure1.csproj,File,test\TestInputAssemblies\ClassStructureExamples\Hast.TestInputs.ClassStructure1\Hast.TestInputs.ClassStructure1.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\TestInputAssemblies\ClassStructureExamples\Hast.TestInputs.ClassStructure2\Hast.TestInputs.ClassStructure2.csproj,File,test\TestInputAssemblies\ClassStructureExamples\Hast.TestInputs.ClassStructure2\Hast.TestInputs.ClassStructure2.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\TestInputAssemblies\Hast.TestInputs.Dynamic\Hast.TestInputs.Dynamic.csproj,File,test\TestInputAssemblies\Hast.TestInputs.Dynamic\Hast.TestInputs.Dynamic.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\TestInputAssemblies\Hast.TestInputs.Invalid\Hast.TestInputs.Invalid.csproj,File,test\TestInputAssemblies\Hast.TestInputs.Invalid\Hast.TestInputs.Invalid.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\TestInputAssemblies\Hast.TestInputs.Static\Hast.TestInputs.Static.csproj,File,test\TestInputAssemblies\Hast.TestInputs.Static\Hast.TestInputs.Static.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,,,System.CodeDom 4.7.0,,,,,"System.CodeDom, 4.7.0  Recommendation:  Remove System.CodeDom, and replace with new package System.CodeDom 10.0.10"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Services\TransformationContextCacheService.cs,53,36,M:System.TimeSpan.FromHours(System.Double),,,,,TimeSpan.FromHours(5)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,59,8,P:System.CodeDom.Compiler.CompilerResults.CompiledAssembly,,,,,"return transformer.TransformAsync(new[] { result.CompiledAssembly }, configuration);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,55,12,T:System.CodeDom.Compiler.CompilerErrorCollection,,,,,foreach (var item in result.Errors) builder.Append(Environment.NewLine + item);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,55,12,P:System.CodeDom.Compiler.CompilerResults.Errors,,,,,foreach (var item in result.Errors) builder.Append(Environment.NewLine + item);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,52,8,T:System.CodeDom.Compiler.CompilerErrorCollection,,,,,"if (result.Errors.HasErrors)          {              var builder = new StringBuilder();              foreach (var item in result.Errors) builder.Append(Environment.NewLine + item);              throw new ArgumentException(""The provided source code is invalid and has the following errors: "" + builder);          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,52,8,P:System.CodeDom.Compiler.CompilerResults.Errors,,,,,"if (result.Errors.HasErrors)          {              var builder = new StringBuilder();              foreach (var item in result.Errors) builder.Append(Environment.NewLine + item);              throw new ArgumentException(""The provided source code is invalid and has the following errors: "" + builder);          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,52,8,P:System.CodeDom.Compiler.CompilerErrorCollection.HasErrors,,,,,"if (result.Errors.HasErrors)          {              var builder = new StringBuilder();              foreach (var item in result.Errors) builder.Append(Environment.NewLine + item);              throw new ArgumentException(""The provided source code is invalid and has the following errors: "" + builder);          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,46,20,T:System.CodeDom.Compiler.CompilerResults,,,,,"result = vbCompiler.CompileAssemblyFromSource(parameters, sourceCode);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,46,20,"M:System.CodeDom.Compiler.CodeDomProvider.CompileAssemblyFromSource(System.CodeDom.Compiler.CompilerParameters,System.String[])",,,,,"result = vbCompiler.CompileAssemblyFromSource(parameters, sourceCode);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,45,16,T:Microsoft.VisualBasic.VBCodeProvider,,,,,"using (var vbCompiler = new VBCodeProvider(providerOptions))                      result = vbCompiler.CompileAssemblyFromSource(parameters, sourceCode);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,45,16,"M:Microsoft.VisualBasic.VBCodeProvider.#ctor(System.Collections.Generic.IDictionary{System.String,System.String})",,,,,"using (var vbCompiler = new VBCodeProvider(providerOptions))                      result = vbCompiler.CompileAssemblyFromSource(parameters, sourceCode);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,42,20,T:System.CodeDom.Compiler.CompilerResults,,,,,"result = csharpCompiler.CompileAssemblyFromSource(parameters, sourceCode);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,42,20,"M:System.CodeDom.Compiler.CodeDomProvider.CompileAssemblyFromSource(System.CodeDom.Compiler.CompilerParameters,System.String[])",,,,,"result = csharpCompiler.CompileAssemblyFromSource(parameters, sourceCode);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,41,16,T:Microsoft.CSharp.CSharpCodeProvider,,,,,"using (var csharpCompiler = new CSharpCodeProvider(providerOptions))                      result = csharpCompiler.CompileAssemblyFromSource(parameters, sourceCode);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,41,16,"M:Microsoft.CSharp.CSharpCodeProvider.#ctor(System.Collections.Generic.IDictionary{System.String,System.String})",,,,,"using (var csharpCompiler = new CSharpCodeProvider(providerOptions))                      result = csharpCompiler.CompileAssemblyFromSource(parameters, sourceCode);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,31,8,P:System.CodeDom.Compiler.CompilerParameters.OutputAssembly,,,,,"var parameters = new CompilerParameters          {              GenerateInMemory = false,              TreatWarningsAsErrors = false,              OutputAssembly = hashProvider.ComputeHash(""DynamicHastAssembly"", sourceCode),          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,31,8,P:System.CodeDom.Compiler.CompilerParameters.TreatWarningsAsErrors,,,,,"var parameters = new CompilerParameters          {              GenerateInMemory = false,              TreatWarningsAsErrors = false,              OutputAssembly = hashProvider.ComputeHash(""DynamicHastAssembly"", sourceCode),          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,31,8,P:System.CodeDom.Compiler.CompilerParameters.GenerateInMemory,,,,,"var parameters = new CompilerParameters          {              GenerateInMemory = false,              TreatWarningsAsErrors = false,              OutputAssembly = hashProvider.ComputeHash(""DynamicHastAssembly"", sourceCode),          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,31,8,T:System.CodeDom.Compiler.CompilerParameters,,,,,"var parameters = new CompilerParameters          {              GenerateInMemory = false,              TreatWarningsAsErrors = false,              OutputAssembly = hashProvider.ComputeHash(""DynamicHastAssembly"", sourceCode),          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Transformer\Hast.Transformer.csproj,File,src\Hastlayer\Hast.Transformer\Extensions\TransformerExtensions.cs,31,8,M:System.CodeDom.Compiler.CompilerParameters.#ctor,,,,,"var parameters = new CompilerParameters          {              GenerateInMemory = false,              TreatWarningsAsErrors = false,              OutputAssembly = hashProvider.ComputeHash(""DynamicHastAssembly"", sourceCode),          };"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,test\Hast.Transformer.Tests\Hast.Transformer.Tests.csproj,File,test\Hast.Transformer.Tests\Hast.Transformer.Tests.csproj,,,xunit 2.4.1,,,,,"xunit, 2.4.1  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\Hast.Transformer.Tests\Hast.Transformer.Tests.csproj,File,test\Hast.Transformer.Tests\Hast.Transformer.Tests.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,src\Hastlayer\Hast.Transformer.Vhdl\Hast.Transformer.Vhdl.csproj,File,src\Hastlayer\Hast.Transformer.Vhdl\Hast.Transformer.Vhdl.csproj,,,System.Memory 4.5.4,,,,,"System.Memory, 4.5.4  Recommendation:  Package functionality included with new framework reference"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Hastlayer\Hast.Transformer.Vhdl\Hast.Transformer.Vhdl.csproj,File,src\Hastlayer\Hast.Transformer.Vhdl\Hast.Transformer.Vhdl.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\Hast.Transformer.Vhdl.Tests.Common\Hast.Transformer.Vhdl.Tests.Common.csproj,File,test\Hast.Transformer.Vhdl.Tests.Common\Hast.Transformer.Vhdl.Tests.Common.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,test\Hast.Transformer.Vhdl.Tests\Hast.Transformer.Vhdl.Tests.csproj,File,test\Hast.Transformer.Vhdl.Tests\Hast.Transformer.Vhdl.Tests.csproj,,,System.Memory 4.5.4,,,,,"System.Memory, 4.5.4  Recommendation:  Package functionality included with new framework reference"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,test\Hast.Transformer.Vhdl.Tests\Hast.Transformer.Vhdl.Tests.csproj,File,test\Hast.Transformer.Vhdl.Tests\Hast.Transformer.Vhdl.Tests.csproj,,,xunit 2.4.1,,,,,"xunit, 2.4.1  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\Hast.Transformer.Vhdl.Tests\Hast.Transformer.Vhdl.Tests.csproj,File,test\Hast.Transformer.Vhdl.Tests\Hast.Transformer.Vhdl.Tests.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Hastlayer\Hast.VhdlBuilder\Hast.VhdlBuilder.csproj,File,src\Hastlayer\Hast.VhdlBuilder\Hast.VhdlBuilder.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.VhdlBuilder\Hast.VhdlBuilder.csproj,File,src\Hastlayer\Hast.VhdlBuilder\Testing\VhdlStructureAssertionFailedException.cs,31,8,"M:System.Exception.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",,,,,": base(serializationInfo, streamingContext)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.VhdlBuilder\Hast.VhdlBuilder.csproj,File,src\Hastlayer\Hast.VhdlBuilder\Testing\VhdlStructureAssertionFailedException.cs,31,8,"M:System.Exception.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",,,,,": base(serializationInfo, streamingContext)"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureHardwareImplementationComposerBuildProvider.cs,175,16,T:System.Uri,,,,,"return new Uri(configuration.StartFunctionUrl, ""/"").AbsoluteUri;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureHardwareImplementationComposerBuildProvider.cs,175,16,T:System.Uri,,,,,"return new Uri(configuration.StartFunctionUrl, ""/"").AbsoluteUri;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureHardwareImplementationComposerBuildProvider.cs,175,16,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"return new Uri(configuration.StartFunctionUrl, ""/"").AbsoluteUri;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureHardwareImplementationComposerBuildProvider.cs,175,16,P:System.Uri.AbsoluteUri,,,,,"return new Uri(configuration.StartFunctionUrl, ""/"").AbsoluteUri;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureHardwareImplementationComposerBuildProvider.cs,137,16,M:System.TimeSpan.FromSeconds(System.Double),,,,,await Task.Delay(TimeSpan.FromSeconds(30));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureHardwareImplementationComposerBuildProvider.cs,128,12,T:System.Uri,,,,,"var (statusText, output) = await _azureAttestationApi.PollAsync(                  configuration.PollFunctionUrl.AbsolutePath.TrimStart('/'),                  new AzurePollPostData(configuration, instanceId));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureHardwareImplementationComposerBuildProvider.cs,128,12,P:System.Uri.AbsolutePath,,,,,"var (statusText, output) = await _azureAttestationApi.PollAsync(                  configuration.PollFunctionUrl.AbsolutePath.TrimStart('/'),                  new AzurePollPostData(configuration, instanceId));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureHardwareImplementationComposerBuildProvider.cs,124,8,T:System.Uri,,,,,"_logger.LogInformation(""Checking the status of attestation using {PollFunctionUrl}"", configuration.PollFunctionUrl);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureHardwareImplementationComposerBuildProvider.cs,112,8,T:System.Uri,,,,,"var instanceId = (await _azureAttestationApi.StartAsync(              configuration.StartFunctionUrl.AbsolutePath.TrimStart('/'),              new AzureStartPostData(configuration)              {                  BlobContainerSignature = sharedAccessSignature,                  Container = BlobContainerName,                  NetlistName = Path.GetFileName(binaryPath),              })).InstanceId;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureHardwareImplementationComposerBuildProvider.cs,112,8,P:System.Uri.AbsolutePath,,,,,"var instanceId = (await _azureAttestationApi.StartAsync(              configuration.StartFunctionUrl.AbsolutePath.TrimStart('/'),              new AzureStartPostData(configuration)              {                  BlobContainerSignature = sharedAccessSignature,                  Container = BlobContainerName,                  NetlistName = Path.GetFileName(binaryPath),              })).InstanceId;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureStorageService.cs,66,4,T:System.Uri,,,,,"private Uri GetServiceSasUriForContainer(          BlobContainerClient containerClient,          string storedPolicyName = null,          BlobContainerSasPermissions permissions = BlobContainerSasPermissions.All)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureStorageService.cs,95,8,T:System.Uri,,,,,var sasUri = containerClient.GenerateSasUri(sasBuilder);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Services\AzureStorageService.cs,61,8,T:System.Uri,,,,,var sasUri = GetServiceSasUriForContainer(blobContainer);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Interop\Xrt.cs,44,50,M:System.ValueType.GetHashCode,,,,,base.GetHashCode()
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureStorageConfiguration.cs,30,12,T:System.Uri,,,,,"new Uri($""https://{StorageAccountName}.blob.core.windows.net/{blobContainerName}"")"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureStorageConfiguration.cs,30,12,M:System.Uri.#ctor(System.String),,,,,"new Uri($""https://{StorageAccountName}.blob.core.windows.net/{blobContainerName}"")"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureAttestationConfiguration.cs,40,37,T:System.Uri,,,,,ThrowMissing(nameof(PollFunctionUrl));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureAttestationConfiguration.cs,40,8,T:System.Uri,,,,,if (PollFunctionUrl == null) ThrowMissing(nameof(PollFunctionUrl));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureAttestationConfiguration.cs,39,38,T:System.Uri,,,,,ThrowMissing(nameof(StartFunctionUrl));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureAttestationConfiguration.cs,39,8,T:System.Uri,,,,,if (StartFunctionUrl == null) ThrowMissing(nameof(StartFunctionUrl));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureAttestationConfiguration.cs,15,38,T:System.Uri,,,,,set;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureAttestationConfiguration.cs,15,33,T:System.Uri,,,,,get;
