Op	InType	OutType	Template	DesignStat	DPD	TWDFR
div_by_34359738368	unsigned64	unsigned64	sync	impl	1,221	-0,139
div_by_34359738368	signed64	signed64	sync	impl	8,329	-0,209
dotnet_shift_left_by_36	unsigned64	unsigned64	sync	impl	1,399	-0,228
dotnet_shift_left_by_36	signed64	signed64	sync	impl	1,399	-0,228
dotnet_shift_right_by_36	unsigned64	unsigned64	sync	impl	1,238	-0,139
dotnet_shift_right_by_36	signed64	signed64	sync	impl	3,330	-0,154
mul_by_68719476736	unsigned64	unsigned64	sync	impl	1,399	-0,228
mul_by_68719476736	signed64	signed64	sync	impl	1,399	-0,228
div_by_68719476736	unsigned64	unsigned64	sync	impl	1,238	-0,139
div_by_68719476736	signed64	signed64	sync	impl	7,555	-0,174
